ICB_Code,ICB_Name,Practice_Code,Practice_Name,Post_Code,BNF_Code,BNF_Name,Product_Group,Quviviq_Type,QtyMAT,NICMAT,ITEMSMAT,QtyYTD,NICYTD,ITEMSYTD,Jul-2023_QTY,Aug-2023_QTY,Sep-2023_QTY,Oct-2023_QTY,Nov-2023_QTY,Dec-2023_QTY,Jan-2024_QTY,Feb-2024_QTY,Mar-2024_QTY,Apr-2024_QTY,May-2024_QTY,Jun-2024_QTY,Jul-2024_QTY,Aug-2024_QTY,Sep-2024_QTY,Oct-2024_QTY,Nov-2024_QTY,Dec-2024_QTY,Jan-2025_QTY,Feb-2025_QTY,Mar-2025_QTY,Apr-2025_QTY,May-2025_QTY,Jun-2025_QTY,Jul-2023_NIC,Aug-2023_NIC,Sep-2023_NIC,Oct-2023_NIC,Nov-2023_NIC,Dec-2023_NIC,Jan-2024_NIC,Feb-2024_NIC,Mar-2024_NIC,Apr-2024_NIC,May-2024_NIC,Jun-2024_NIC,Jul-2024_NIC,Aug-2024_NIC,Sep-2024_NIC,Oct-2024_NIC,Nov-2024_NIC,Dec-2024_NIC,Jan-2025_NIC,Feb-2025_NIC,Mar-2025_NIC,Apr-2025_NIC,May-2025_NIC,Jun-2025_NIC,Jul-2023_ITEMS,Aug-2023_ITEMS,Sep-2023_ITEMS,Oct-2023_ITEMS,Nov-2023_ITEMS,Dec-2023_ITEMS,Jan-2024_ITEMS,Feb-2024_ITEMS,Mar-2024_ITEMS,Apr-2024_ITEMS,May-2024_ITEMS,Jun-2024_ITEMS,Jul-2024_ITEMS,Aug-2024_ITEMS,Sep-2024_ITEMS,Oct-2024_ITEMS,Nov-2024_ITEMS,Dec-2024_ITEMS,Jan-2025_ITEMS,Feb-2025_ITEMS,Mar-2025_ITEMS,Apr-2025_ITEMS,May-2025_ITEMS,Jun-2025_ITEMS
QHM,NHS North East And North Cumbria Integrated Care Board,A84040,Humshaugh & Wark Med Grp,NE46 4BU,0401040A0BBAAAA,Quviviq 25mg tablets,Quviviq 25,Primary,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A84007,Ponteland Medical Group,NE20 9SD,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A84009,Railway Medical Group,NE24 1HD,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,60,84.0,2,60,84.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A84013,The Gables Medical Group,NE22 7DU,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,95,133.0,4,95,133.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,42.0,81.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
QHM,NHS North East And North Cumbria Integrated Care Board,A84044,Union Brae & Norham Prac,TD15 2HB,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,90,126.0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A84036,Valens Medical Partnership,NE61 1BJ,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,112,156.8,16,112,156.8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,39.2,39.2,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
QHM,NHS North East And North Cumbria Integrated Care Board,A84036,Valens Medical Partnership,NE61 1BJ,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A84026,Well Close Medical Group,TD15 1LL,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,15,21.0,1,15,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A84026,Well Close Medical Group,TD15 1LL,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,210,294.0,7,210,294.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,60,30,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,42.0,84.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A84011,White Medical Group,NE20 9SD,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,840,1176.0,16,420,588.0,7,0,0,0,0,0,0,0,0,0,60,0,30,30,60,60,90,60,120,60,60,60,60,120,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,42.0,42.0,84.0,84.0,126.0,84.0,168.0,84.0,84.0,84.0,84.0,168.0,84.0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,2,1,2,1,1,1,1,2,1
QHM,NHS North East And North Cumbria Integrated Care Board,A84011,White Medical Group,NE20 9SD,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,360,504.0,12,180,252.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,30,30,30,30,30,30,30,30,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,84.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A88016,Colliery Court Medical Group,NE35 9AN,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,90,126.0,3,0,0.0,0,0,0,0,0,0,30,30,0,0,0,30,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A88009,Dr Thorniley-Walker & Partners,NE35 9AN,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,30,42.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A88613,East Wing Practice,NE32 3UX,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,60,84.0,2,60,84.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A88012,Ellison View Surgery,NE31 1NU,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,0,0.0,0,0,0.0,0,0,0,0,0,0,30,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A88012,Ellison View Surgery,NE31 1NU,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,390,546.0,13,240,336.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,60,0,60,30,30,30,30,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,84.0,0.0,84.0,42.0,42.0,42.0,42.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,1,1,1,2
QHM,NHS North East And North Cumbria Integrated Care Board,A88003,Marsden Medical Group,NE34 6RE,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,168,235.2,3,168,235.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,112,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,156.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A88003,Marsden Medical Group,NE34 6RE,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,20,28.0,2,20,28.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A88023,Whitburn Surgery,SR6 7EE,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,56,78.4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89019,Bridge View Medical Group,SR5 2LT,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,150,210.0,5,150,210.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,30,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,84.0,42.0,42.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89015,"Fulwell Medical Centre,",SR6 8DZ,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,465,651.0,16,195,273.0,8,0,0,0,0,0,0,30,56,90,0,120,30,30,60,30,30,90,30,30,15,30,30,60,30,0,0,0,0.0,0.0,0.0,42.0,78.4,126.0,0.0,168.0,42.0,42.0,84.0,42.0,42.0,126.0,42.0,42.0,21.0,42.0,42.0,84.0,42.0,0,0,0,0,0,0,1,2,2,0,3,1,1,1,1,1,3,1,2,1,1,1,2,1
QHM,NHS North East And North Cumbria Integrated Care Board,A89012,Galleries Medical Practice,NE38 7NQ,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,240,336.0,8,150,210.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,60,30,0,30,30,30,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,84.0,42.0,0.0,42.0,42.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A89004,Hetton Group Practice,DH5 9EZ,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,180,252.0,3,180,252.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89031,Hylton Medical Group,SR4 7XF,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,120,168.0,4,120,168.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A89617,I J Healthcare,NE38 9AB,0401040A0BBABAB,Quviviq 50mg tablets,Quviviq 50,Primary,30,42.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89017,Millfield Medical Group,SR4 7AF,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,30,42.0,1,30,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89035,Southlands Medical Group,SR2 0RX,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,30,42.0,1,30,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89035,Southlands Medical Group,SR2 0RX,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,60,84.0,2,60,84.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QHM,NHS North East And North Cumbria Integrated Care Board,A89010,The Stephenson Medical Practice,NE37 2PU,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,60,84.0,2,60,84.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
QHM,NHS North East And North Cumbria Integrated Care Board,A89005,Villette Surgery,SR2 8AX,0401040A0AAAAAA,Daridorexant 25mg tablets,Quviviq 25,Primary,30,42.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89005,Villette Surgery,SR2 8AX,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,137,191.8,6,67,93.8,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,60,0,0,0,7,0,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,84.0,0.0,0.0,0.0,9.8,0.0,84.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0
QHM,NHS North East And North Cumbria Integrated Care Board,A89030,Westbourne Medical Group,DH4 4RW,0401040A0AAABAB,Daridorexant 50mg tablets,Quviviq 50,Primary,30,42.0,1,30,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
