ICB_Code,ICB_Name,Product_Group,BNF_Name,Quviviq_Type,Month,QTY,NIC,ITEMS,Cost_per_Item,Items_per_Pack
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-05-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-06-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-07-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-08-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-09-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-10-01,30,42.0,1,42.0,30.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-11-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2024-12-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2025-01-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2025-02-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2025-03-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2025-04-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2025-05-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 25,Quviviq 25mg tablets,Primary,2025-06-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-07-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-08-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-09-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-10-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-11-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-12-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-01-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-02-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-03-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-04-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-05-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-06-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-07-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-08-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-09-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-10-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-11-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-12-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-01-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-02-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-03-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-04-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-05-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-06-01,30,42.0,1,42.0,30.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2023-07-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2023-08-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2023-09-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2023-10-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2023-11-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2023-12-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-01-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-02-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-03-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-04-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-05-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-06-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-07-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-08-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-09-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-10-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-11-01,30,42.0,1,42.0,30.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2024-12-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2025-01-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2025-02-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2025-03-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2025-04-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2025-05-01,0,0.0,0,0.0,0.0
7A1,Betsi Cadwaladr University,Quviviq 50,Quviviq 50mg tablets,Primary,2025-06-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2023-07-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2023-08-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2023-09-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2023-10-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2023-11-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2023-12-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-01-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-02-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-03-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-04-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-05-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-06-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-07-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-08-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-09-01,60,84.0,2,42.0,30.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-10-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-11-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2024-12-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2025-01-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2025-02-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2025-03-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2025-04-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2025-05-01,0,0.0,0,0.0,0.0
QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Quviviq 50,Daridorexant 50mg tablets,Hospital,2025-06-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2023-07-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2023-08-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2023-09-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2023-10-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2023-11-01,60,84.0,2,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2023-12-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-01-01,30,42.0,1,42.0,30.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-02-01,208,291.2,6,291.2,208.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-03-01,60,84.0,2,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-04-01,60,84.0,2,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-05-01,125,175.0,5,144.2,103.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-06-01,171,239.4,7,197.4,141.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-07-01,398,557.2,17,448.0,320.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-08-01,561,785.4,26,630.0,450.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-09-01,815,1141.0,33,548.0066666666667,391.43333333333334
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-10-01,1065,1491.0,37,654.2,467.2857142857143
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-11-01,1349,1888.6,48,1068.9,763.5
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2024-12-01,1904,2665.6,63,1111.9033333333334,794.2166666666667
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2025-01-01,2129,2980.6000000000004,74,1072.3830303030304,765.9878787878788
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2025-02-01,2307,3229.7999999999997,82,1315.665,939.7607142857142
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2025-03-01,2682,3754.8,95,1798.55,1284.6785714285713
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2025-04-01,2602,3642.7999999999997,93,1684.9933333333333,1203.5666666666666
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2025-05-01,2879,4030.6,98,2052.176388888889,1465.8402777777778
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Daridorexant 25mg tablets,Primary,2025-06-01,3336,4670.4,116,1943.3331372549019,1388.0950980392156
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2023-07-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2023-08-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2023-09-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2023-10-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2023-11-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2023-12-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-01-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-02-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-03-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-04-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-05-01,60,84.0,1,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-06-01,120,168.0,1,168.0,120.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-07-01,120,168.0,1,168.0,120.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-08-01,42,58.800000000000004,2,58.800000000000004,42.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-09-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-10-01,176,246.4,3,207.2,148.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-11-01,61,85.4,3,43.4,31.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2024-12-01,180,252.0,3,210.0,150.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2025-01-01,150,210.0,2,210.0,150.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2025-02-01,60,84.0,2,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2025-03-01,30,42.0,1,42.0,30.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2025-04-01,150,210.0,2,210.0,150.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2025-05-01,30,42.0,1,42.0,30.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 25,Quviviq 25mg tablets,Primary,2025-06-01,150,210.0,2,210.0,150.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-07-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-08-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-09-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-10-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-11-01,30,42.0,1,42.0,30.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2023-12-01,0,0.0,0,0.0,0.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-01-01,37,51.8,2,25.9,18.5
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-02-01,90,126.0,3,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-03-01,266,372.4,9,207.2,148.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-04-01,180,252.0,6,126.0,90.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-05-01,120,168.0,4,84.0,60.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-06-01,210,294.0,6,189.0,135.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-07-01,448,627.2,12,442.4,316.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-08-01,707,989.8,22,667.8,477.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-09-01,1058,1481.2,36,823.2,588.0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-10-01,2108,2951.2,73,1221.9527272727273,872.8233766233766
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-11-01,2376,3326.4,85,1176.85,840.6071428571429
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2024-12-01,3000,4200.0,103,1944.3921212121213,1388.851515151515
QE1,NHS Lancashire And South Cumbria Integrated Care Board,Quviviq 50,Daridorexant 50mg tablets,Primary,2025-01-01,3601,5041.4,128,1881.127192982456,1343.6622807017543
